,Montecarlo,Predicciones
0,0.07889599194261487,0.0
1,0.0724051410699263,0.0
2,0.055992752860510975,0.0
3,0.019387530182573255,0.0
4,0.015291448565050223,0.0
5,0.006038872131914128,0.0
6,0.0024132987563359946,0.0
7,0.00168260892206998,0.0
8,7.717011012381779e-05,0.0
9,3.171144721985874e-05,0.0
10,1.7403683137032798e-05,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,1.0141176962071396e-06,0.0
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
