,Riesgo,Rentabilidad
0,0.22102523872319835,0.10805567090033952
1,0.2785533713349651,0.25483931852060526
2,0.23119913366267128,0.19017066571068075
3,0.2723589360796238,0.21402522279272396
4,0.2797977298038389,0.28532454148317044
5,0.23188242904185422,0.19585183091827885
6,0.2936267096159871,0.08274889910684546
7,0.2559980975145272,0.1287639931018001
8,0.2219748734691864,0.09622783973987548
9,0.24141629090733252,0.2441855981798624
10,0.22302711908528206,0.11168726981834531
11,0.2235164046311022,0.13326081054290095
12,0.2721167932624083,0.20635569561773326
13,0.23958583956036106,0.11539568857087601
14,0.2222173822074372,0.14308540320239382
15,0.26929121281793617,0.14560588067182567
16,0.23881936457771008,0.2255430624185386
17,0.22362418678568075,0.12105120839101335
18,0.24510653517611397,0.07716826847804104
19,0.22657399333194664,0.15661158786921248
20,0.27439014026712655,0.1710998639273924
21,0.2512287899817657,0.2622957362893723
22,0.2792122873528397,0.12908096161111104
23,0.24626006708082918,0.09556189148783778
24,0.2402831694204259,0.12044739166309704
25,0.22505264811470638,0.11089620719408844
26,0.26722344218248,0.2333991952090093
27,0.22857428739785934,0.09665414660812743
28,0.2492156306736694,0.1357437887867905
29,0.28393286787019845,0.32459358640553515
30,0.228152594582263,0.11257555063465463
31,0.22260612476115657,0.1394543269014059
32,0.24494292993356406,0.14180980296521462
33,0.2666176876527689,0.17018650046318573
34,0.23811142356496923,0.10867209024638802
35,0.23662850343041542,0.22626765906670654
36,0.2384979567080065,0.0896103885217876
37,0.22076161724999532,0.08871681076696802
38,0.2685634648204473,0.11076916914161683
39,0.24898192015412762,0.2603843489016173
40,0.2820671839470942,0.3064961266266899
41,0.28215339263927597,0.31854475025149664
42,0.2632300291529721,0.2857843063695642
43,0.24010160396389044,0.08119991170972951
44,0.22974965463604985,0.08592461040228172
45,0.22614531287247305,0.15393363601953092
46,0.27915114204207836,0.16141661679572872
47,0.23453426605151287,0.21877626292229846
48,0.2394229403943677,0.2306577335251585
49,0.2565650209541678,0.18585351776129166
50,0.28018670840883747,0.11643339789969875
51,0.2967308054282353,0.35247982231548103
52,0.23118238960487777,0.16087439576179396
53,0.23359444580008112,0.14439481710993474
54,0.23783620190372123,0.1922275562582736
55,0.260298513891074,0.16609642476333808
56,0.22909225718102938,0.11803673191381625
57,0.24782804112071816,0.17367409163666347
58,0.29485000612865997,0.3466041190171636
59,0.2448739491967464,0.22489845224888527
60,0.2391971238199638,0.1808067255057968
61,0.28041217909830124,0.15250461740688226
62,0.2632266569263514,0.13374338455834978
63,0.2668368497617288,0.2849677961853536
64,0.2503633217181325,0.09887421345672465
65,0.2513263634318246,0.26698120592629215
66,0.22718236349611476,0.16419510217333122
67,0.22535459063223112,0.16701582275221605
68,0.22103558912336033,0.14059119619856508
69,0.28733708301889754,0.33524589587396303
70,0.2715289219500179,0.15550123716544983
71,0.26008948542306093,0.20377271576207057
72,0.2719279484091731,0.13358552900837717
73,0.2276115454088552,0.1900326582829972
74,0.24003434094767245,0.11707353093611772
75,0.22413115345190007,0.09013588079423562
76,0.2693177441559824,0.24182889903483273
77,0.29912171453031117,0.06730101172298375
78,0.27248637948444293,0.3141430138365626
79,0.22539342587255498,0.1747194663093512
80,0.22579850525163142,0.1301571288808161
81,0.26590639428300417,0.08095250074637339
82,0.23462489513992127,0.22133674292061523
83,0.24999548940081007,0.08723289624684627
84,0.24239642619631827,0.09986718145430373
85,0.2653321909811035,0.29429302502650656
86,0.23625037411190142,0.11785237888688482
87,0.28968549167219537,0.33218275714723444
88,0.25702852102932827,0.21173211506943201
89,0.27250186877490007,0.10490427439846561
90,0.22835568924380623,0.1299542654625152
91,0.2511101836326633,0.2517708940403871
92,0.22200746821243755,0.13224859026401137
93,0.23729598020719164,0.12466756068692475
94,0.26219357230361107,0.21630066531414616
95,0.24400539262550264,0.09293224076621964
96,0.24838076338789336,0.20645692843845298
97,0.2745237168376341,0.19891870097935205
98,0.25628646897768415,0.19301200403170182
99,0.27275723811132463,0.1973968879344139
100,0.23207199863141137,0.21110204231512308
101,0.26511371439833126,0.2798077030344275
102,0.28736691744405396,0.3103243089986931
103,0.23832595554879368,0.10363858392756642
104,0.23760430961354514,0.23157881599348484
105,0.2899688543538362,0.3483800078747852
106,0.2764658392229997,0.12646178432014366
107,0.27201115148340077,0.07546363672226941
108,0.24373996356131342,0.1938232882193771
109,0.24770260577276132,0.22769874801179335
110,0.24132530279432637,0.23840931567641466
111,0.2719822633044231,0.10438512259035648
112,0.27800216714788795,0.24953051102378576
113,0.23732150811055644,0.1725011638393774
114,0.22031730274615224,0.0899653899331021
115,0.22929866244394081,0.1533212644963935
116,0.2749704785971843,0.12349798769190956
117,0.22063054438908963,0.08969903566864534
118,0.28748649509027235,0.12373619750907161
119,0.26244710344194067,0.168966954321895
120,0.272064237127715,0.27762476799431823
121,0.24948363001590537,0.12114108682222091
122,0.2573211624644686,0.10802982045990239
123,0.241561231202983,0.24194809396458195
124,0.24025651918565522,0.10576555652463338
125,0.22000296421429047,0.09728937235874291
126,0.2663595467558932,0.27989469896840036
127,0.21993431612016554,0.10434791146533517
128,0.2329721861758186,0.20371052437240889
129,0.22182115058315957,0.14767213906566523
130,0.24571840630193253,0.2520839344954533
131,0.24056487901258947,0.18613434091353365
132,0.22874838278591317,0.1951524239189446
133,0.2536884984199461,0.1686326358503305
134,0.259728685504948,0.10433085079166204
135,0.23256173446396633,0.19830364480671991
136,0.23236077840121433,0.15448537011909713
137,0.2556885878823136,0.20440845647786188
138,0.2555718259574643,0.19877740362931173
139,0.25775914802461114,0.09648132718770008
140,0.2337185245254193,0.17506894946629847
141,0.2229402381892838,0.09420839425703753
142,0.22422811314421023,0.11792088117449873
143,0.24660069724865213,0.22438649144167067
144,0.2292416756618541,0.1984361668789203
145,0.24480740514899726,0.16809585446471043
146,0.24134374137744544,0.23853572370516796
147,0.2522934490044795,0.24392157606439224
148,0.2200865967737833,0.10722544279823243
149,0.26438614177971426,0.296453001880173
150,0.27413347704674434,0.1725003499121398
151,0.24142913404502792,0.17726798061388394
152,0.2468088100833957,0.08112705887482985
153,0.2759896727704342,0.15862375245136007
154,0.2681402788252224,0.20668904729496052
155,0.2260450620569857,0.10833458790477368
156,0.2702858238562922,0.19702414034963733
157,0.23300348682016694,0.12077585899408771
158,0.2278105008625016,0.1911832949135459
159,0.2617189977733945,0.15442210741792461
160,0.2670464224334816,0.24872689312945084
161,0.21984035291894866,0.11313136775960264
162,0.25591804760621556,0.1521725319633176
163,0.220055406718723,0.12301758346496916
164,0.2416429397005638,0.08919086161767997
165,0.2894998571013503,0.11379506063102207
166,0.2417181351027112,0.20924004910772798
167,0.22157135556054008,0.13022361690242623
168,0.2771880263034471,0.2621545637252747
169,0.25037985780504873,0.2399442054826928
170,0.2212142323881784,0.13874159743407422
171,0.2565904806265057,0.16277666111190836
172,0.25772193245306435,0.1236664460975001
173,0.24037474453617225,0.207237730025841
174,0.2631078205540849,0.15884696426052236
175,0.22698263496020252,0.12076756543996137
176,0.22961016384153726,0.07950898735689016
